user,timestamp,commentText,vegan_y/n,likes,hasReplies,replies.commentText
Musazkhan82,1556210071909,But meat tastes so gooooooood.....,0,0,FALSE,
sophie upton,1556210071911,please do this but a teenage version because I really feel like these people weren’t the best at articulating themselves and it would be interesting to see the possible differ in thoughts and aggressiveness in a younger generation,0,0,FALSE,
LoveYour Sign,1556210072702,They should have asked a question about tofu.,0,0,FALSE,
Azinkid,1556210072704,Turns out a man has killed a mountain lion with his bare hands so a hiking stick would've been at least helpful lol,0,0,FALSE,
Seek The Balance,1556210072705,"So, what it boils down to... do you feel like your life is worth it enough to go the extra mile or make a choice that isn't as easy as convenience? Do you feel like you are worth as much as the energetic equivalence of what you put into your body? Do you deserve what you do and what you are doing to contribute to the world around you?",1,0,FALSE,
colleen krzemien,1556210072707,sis they asked if it was healthier not vegan. you can well be unhealthy and vegan. my friend was vegetarian (ik it’s different) and she was so unhealthy she was going to the hospital almost every month. she had to become a meat eater in order to be healthy so,0,0,FALSE,
Joel XII,1556210072709,I could tell who was the vegan one  before watching the Video,0,0,FALSE,
Dotty Blue,1556210072711,6:55 the question was about is it more expensive to eat healthy not being vegan.... Gosh this girl is so annoying and self-righteous 🙄🙄,0,1,TRUE,
Faisal Hans,1556210072714,Why do vegans have to act like they’re better lool,0,0,TRUE,
MKE_ CuuVa,1556210072716,"Vegans are making me INFURIATED right now , can listen to them talk",0,0,TRUE,
Angel Vera,1556210072719,Plants are alive too,0,0,TRUE,
Sonar Goggles,1556210072721,This wasn't a satisfactory episode.,0,1,FALSE,
v Happy,1556210072723,"""Vegan Vs Vegetarians"" 

I think it'll be interesting😌😌",1,634,TRUE,
Ashleyn,1556210072725,Y’all found the most hipster people for this veganism debate,0,0,FALSE,
Sutzy Ku,1556210072727,"I might be eating a carcass but I've come to terms with that a long time ago. And if you hunt and skin your own food then you definitely came to terms with that a long time ago and accepted it as something that you either get over.


 It's not that non-vegetarians don't realize an animal died for them to enjoy eating its succulent flesh. 
It's not that we don't feel bad at all, there is an acknowledgment that the animal was killed for human consumption and that it most likely suffered for some time, we simply don't have as much deeply felt compassion for animals and thus don't feel the weight of guilt.",0,0,FALSE,
Sutzy Ku,1556210072729,A lot of countries haven't had a lot of veganism or vegetarianism. But they also eat vegetables and such. Many of these countries are well off health-wise. Technically as long as you get the nutrients from somewhere and enough of them you should be fine.,0,0,FALSE,
Luxellius,1556210072730,"If there was an rpg where vegans are a class, those three would be the presets",0,0,FALSE,
Melody Martinez,1556210072732,Lmao why do these vegans look like hippies,0,0,FALSE,
Tallulah Toulouse,1556210072734,At 8:33 I got so annoyed of the blonde lady because she cut him of when he was talking and I was trying to hear what he was trying to say. That lady really reminds me of a girl at school who is the teachers pet and gets to say whatever she wants whenever she wants and never gets in trouble but when I say something I get in trouble ugghh 😒 ohh and also at 6:53 that reminds me of the teachers pet so much,0,1,FALSE,
Sophia G,1556210072736,"Why did they just pick the most weird, hippy and stereotypical vegans, it makes us seem like we're not just normal people.☹️🌱",1,0,FALSE,
GAY as Fork,1556210072737,I'm a vegan and every time I see meat all I can think of is cancer.,1,0,FALSE,
Not Deanna,1556210072739,I love how all the vegans look like hippies 🙊,0,0,FALSE,
100 000 subs with no vid Challenge,1556210073799,"It’s a proven fact that you can survive on a 100% animal diet, but you cannot survive 100% on a vegan diet.",0,0,TRUE,
Kena Layton,1556210073801,Vegans like this girl are why people have no respect for vegans oml,0,0,FALSE,
Kena Layton,1556210073803,Unfortunately they found the most annoying stereotyped vegans quite possibly on this earth,0,0,FALSE,
Melting Doggo,1556210073805,I’m just a carnivore cause it’s what came naturally cause I’m a human.,0,0,FALSE,
Melting Doggo,1556210073806,"I can already tell where this is going, and it’s not too pretty... this’ll be good.",0,0,FALSE,
bunnywunny 234,1556210073808,I’m vegetarian but that’s just how I live my life. I’m not pushing it on anyone else.,1,0,FALSE,
Selim The Succubus,1556210073810,"Every time I hear a vegan talk about how morally superior they are to everyone else, which is pretty much every time a vegan talks, all it does is make me want to eat meat that much more. Right now, I could go for a hot dog.",0,0,FALSE,
Charlie walton-harrod,1556210073811,"I’m a pescatarian but being vegan to this extent, it’s honestly embarassing how overdramatic they are being in this video",0,0,FALSE,
Devon O'Connell,1556210073813,I don’t think they realize that animals can reproduce way faster then we can?,0,0,FALSE,
Retro Striker,1556210073815,That girl is a walking stereotype,0,0,FALSE,
Benjamin Peterson,1556210073816,Can we put this girl in a cage with a hungry lion and try to convince it to become a vegan,0,0,FALSE,
Mikki That Vegan,1556210073818,The thing is that you don’t have to believe that the animals lives are at the same level as yours. All you have to acknowledge to be vegan is that your tastebuds are worth more than the 5 minutes of pleasure you get from their flesh or secretions. ❤️🌱😊,1,0,FALSE,
coan 21,1556210073819,"She is so sad and doesnt represent us in any way shap or form . 
(Sry for my bad English , I am not a native speaker)",0,1,FALSE,
Mer Vargas,1556210073821,"'mY mOm PaSsEd ToO'' 
...",0,37,FALSE,
Drake Barnett,1556210073823,Stop bringing leftists that aren’t willing to peacefully discuss topics. It’s toxic.,0,1,FALSE,
Michael Glasby,1556210073824,"The lack of meat is getting to these vegans brains, apart from the cool black dude",0,1,FALSE,
Zoey Lee,1556210073826,Wow that girl is literally why people hate vegans. She preaches love but her speech shows so much hatred.,0,758,TRUE,
Madi Shay,1555605273828,"It’s not expensive to eat healthier....IT’S CAPITALISM!! 🙄
 Also, that question wasn’t even asking about veganism, it was asking about healthy food in general...chill girl",0,13,FALSE,
Kaitlyn Hood,1555605273830,greek life members vs anti greek life,0,1,FALSE,
Sam Rose,1555605273832,I'm a vegan myself and that girl is annoying even me. To make an argument coherent you don't need to be condescending. Types of vegans like her do not help the cause,1,0,FALSE,
rob z,1555605275255,I feel like I know every social opinion about this girl once the talked for 1 second,0,0,FALSE,
Epic Gamer,1555605275257,rolls neck,0,0,FALSE,
Makayla Beveridge,1555605275259,"so, some of the vegans are saying the reasons their parents died are because they weren’t vegan.... k",0,0,TRUE,
Max Power,1555605275261,The issue is not Capitalism ! Capitalism is there to provide healthy food. The problem is that the majority does not demand it !,0,0,FALSE,
Imran Ali,1555605275263,The girl in braids needs some meat in her mouth to shut her up,0,0,FALSE,
electro,1555605275265,"I was enjoying the video until the little .... girl.... started to blame capitalism...
Good for her... go and live in venezuela a be a vegan!!!",0,3,TRUE,
M. Miel,1555605275267,As a fellow vegan.... This was very cringey and almost unbearable at times.... Arguments on both sides were pretty often shoddy.,1,401,TRUE,
Wtf why are you on my page lmao,1555605275269,5:30 I would never go hiking with this dude,0,78,FALSE,
dan octa,1555605275271,Im killing animals on daily basis. Mosquitos and cockroach. So. I cant be vegan (?),0,0,FALSE,
Ren Cuh,1555605275272,Bruh I cannot tell you how many brain cells  I lost watching this video 😂🤦🏻‍♂️,0,5,FALSE,
Ren Cuh,1555605275274,"So they’re saying a human life is as important as a fishes life, Aii what fish can send another fish to the moon?",0,0,FALSE,
Obscurewinner 22,1555605275275,All of the vegans dress like they smoke pot,0,0,FALSE,
Rosie Sapperstein,1555605275277,Guess who’s running in? Guess who has so much to say?,0,0,FALSE,
john harper,1555605275279,Before they even introduced everybody i knew who was a vegan.,0,3,FALSE,
Taehyung _Guccy,1555605275281,The girl with the braids🙄😬just by the thumbnail I was just like 😬😬🙄,0,0,FALSE,
Indy Briskin,1555605275282,The comments are just one big roast of the blonde girl,0,0,FALSE,
Humen,1555605275284,These guys basically said they would die by a mountain lion instead of living,0,0,FALSE,
WildlyEthnic,1555605275286,The meat eaters don't look insane,0,0,FALSE,
K N,1555605275287,"This was nice, I mean there was tension but they were still trying to be understanding :’)",0,0,FALSE,
plasticweapon,1555605275289,"well, really you're supposed to eat both, but meat is definitely more important.",0,0,TRUE,
Tommy Hoffman,1555605276619,Hahah I don’t think capitalism is the problem. I mean communism doesn’t even get you much food.,0,1,TRUE,
Alison Ireland,1555605276623,"why are people judging the vegans so hard, let them live their lives...everyone is entitled to make their own decisions. the girl was clearly passionate about her lifestyle, we need more of that!",1,0,TRUE,
majory Kalemwa,1555605276626,"I don’t personally eat meat because of my health, but that girl was unbearable.",1,55,TRUE,
trash king,1555605276629,"if you're being attacked by an animal your natural instinct is going to kick in and you'll try to fight for your life lmao. that's how nature works. the mountain lion isn't concerned about your life, it just wants you gone. it's okay to feel guilty for killing it but saying you wouldn't in defense is absurd",0,0,FALSE,
Googoo Gaagaa,1555605276631,what is her point about capitalism?,0,4,TRUE,
Insta is mkultrakid,1555605276635,I'm vegan and I despise all the vegans in this video.,1,428,TRUE,
-Rikka ツ,1555605276638,"Coyotes killing humans in the US = Extreme case
Raising and creating a close relationship with an animal capable and likely to threaten another humans life = Not an extreme case
???????????????????????????????????????????????????????????????????????????????????????",0,0,FALSE,
your dad,1555605276640,"If humans are animals and animals can eat animals a scene of nature then why is it humans can't eat animals ? If animals are considered to be an equivalent to human on the basis which  is mainly they are living organism hence indirectly this should be applied to plants too they breath and without proper care they die , with this logic veganism shouldn't even exist , it should be transformed  into breathism lolll",0,1,TRUE,
Dylan Meza,1555605276643,"""whats a food chain"" boi",0,0,FALSE,
Ohanna Sequeira,1555605276645,A balance is good. You really shouldn't be eating tubs of ice cream a day! But that doesn't mean you have to cut all animal foods out of your diet!,0,1,FALSE,
Ohanna Sequeira,1555605276647,Meat eater? I'm just human!,0,7,FALSE,
The Asian Gamer William,1555605276650,Now I hate vegans,0,0,FALSE,
onionYAY,1555605276652,6:54 they did not say or costs more to be vegan. They said it costs more to be healthy.,0,160,TRUE,
cryptozoology,1555605276655,"I screamed at the ""food chains are just made up by some guy"" like no??? they exist? there's a reason lions eat zebras and zebras don't eat lions?",0,0,FALSE,
BrownishCrayonish,1555605276657,Red shirt guy and bandana vegan are cool. I'd kick it with them.,0,0,FALSE,
callie ford,1555605276659,Topic idea: Renters versus homeowners. 😁,0,0,FALSE,
Guest Account,1555605276662,5:22 People literally put their dogs down for bitting people all the time so him saying that just because he knew that animal longer means absolutely nothing,0,0,FALSE,
Chelsea,1555605276664,I’m sorry but all I’m gaining from this is veganism is the de-evolution of the food chain. That one guy pretty much said he’d rather become food to the mountain lion than defend himself lol 🤦🏻‍♀️,0,395,TRUE,
Rak doom,1555605276667,"Be a fuckin vegan but don't advertise and try to preach convert every fuckin one be a vegan and stuff ,keep ur decision with ur self  ..that's so freaking annoying!!!...!",0,0,FALSE,
Steve Cherches,1555605276669,Did they dress the vegans like that?,0,1,FALSE,
Carrollton,1555605278295,"dear vegans, are you going to tell a lion to not eat a deer?",0,0,TRUE,
Leyton Tovar,1555605278298,"Ok don't just go hippie on us, plis use real facts",0,0,FALSE,
Matt Powell,1555605278301,Wtf is going on with that bitches neck.,0,0,FALSE,
Samantha Bianchi,1555605278304,When you talk about killing an animal what if it was a sick dog you don't want to suffer,0,0,FALSE,
SimplyTheGreatest,1555605278308,80% of what the girl was saying had no relevance to the topic at hand. Does she even understand what she believes in?,0,0,FALSE,
Sicely Aguilar,1555605278311,So bc of capitalism vegetables are expensive?!? Ummm ok,0,19,TRUE,
Avinash Singh,1555605278316,They got the most vegan feminist person,0,0,FALSE,
Burhan Alvert,1555605278318,Turkish subtitle,0,0,FALSE,
Gabriela Guerra,1555605278320,"God hearing that girl was painful she makes me not want to take the vegan community seriously, i would eat a bucket of KFC",0,7,FALSE,
_Fuego _,1555605278322,"Nobody:

Every Veganin this video : I dont wear cloths from an animal I'm a cloths vegan",0,11,TRUE,
top man,1555605278325,Will smith,0,0,FALSE,
223llamacornidk Lol,1555605278328,"I was not a fan of the vegans in this video. They don’t understand that it does actually take more work to not eat meat. I was a vegetarian for a year just to see how it is and because I do like animals. I ended up losing a lot of weight when I was already healthy, I felt weak and terrible everyday. And I did have cheat days and I still felt bad. Sure you can feel great while not eating meat but as an everyday high schooler I don’t have the time to make good meals everyday, so I ended up not eating not the best foods.",0,0,FALSE,
jolili98,1555605278330,Wait... so Aubrey is 37?????????!!!,0,0,FALSE,
Adolfo Pascual,1555605278332,I'm a vegetarian and the girl with braids makes me want to eat meat just to piss her off😑,0,0,FALSE,
TriBlocked,1555605278334,How to fix this whole situation... stop killing and eating animals... and start eating the vegans. Boom,0,1,FALSE,
Caden Hartz,1555605278337,4:43 😂😂😂,0,0,FALSE,
skinny bitch,1555605278339,Animal's eat each other get over it. I'm gonna get me a cheeseburger right now and that's on PERIOOOODT!,0,0,FALSE,
Jams Saint,1555605278341,Let's give the chicken guy some tofu or seitan,0,1,FALSE,
General Public,1555605278343,The vegans seemed to be doing nothing but virtue signalling.,0,0,FALSE,
Madeline,1555605278346,The vegan woman is so irritating and is so aggressive unnecessarily,0,371,TRUE,
Madeline,1555605279285,"I could live by only eating sustainably sourced foods, but I don’t think I would be able to live completely vegan, only vegetarian",0,1,FALSE,
Coolio1321,1555605279287,"Not sure if the issue is capitalism... with being vegan, you have to get protein into your body, therefore having to buy more diverse foods that might not be common/cheap in the US.... I just... don't like that point. Also I feel like (looking at practical, not ethical) being vegan takes more time and way more thought to prep meals, and sometimes you're rushed for time and can't get a good meal together... Rather than hey, meat gives tons of different proteins. done.",0,1,TRUE,
O M Jill,1555605279290,If a person is shitty it doesn't matter if they eat meat or not. That's a thing.,0,1,FALSE,
Darin Fry,1555605279302,hippies lol. ps the attitude of the dude in bandana disgusts me,0,0,FALSE,
General Derpy,1555605279305,Vegans i got three eords for you : go to hell,0,0,TRUE,
JitJade,1555605279308,lower the vibrations 😂🤣😂🤣,0,0,FALSE,
songül karaman,1555605279310,The blonde girl is just toxic and I'm happy not to be the only one seeing that,0,678,TRUE,
Jeffrey Barruga,1555605279313,"Ok, raise up a baby alligator, lets see how that goes",0,1,FALSE,
AmericanPatriot,1555605279315,Yes because in Capitalism you get a lot of food but in Communism you get no food,0,23,TRUE,
AmericanPatriot,1555605279318,4:05-4:06 wtf is he screaming,0,0,FALSE,
Konnor Moran,1555605279320,God himself said that humans are the 1#,0,0,TRUE,
Georgo,1555605279323,This is genuinely one of the funniest videos I've ever seen,0,5,FALSE,
fury final,1555605279325,"It's true, Vegans are often their own worst advertisement.",0,0,FALSE,
Dave Becker,1555605279327,"If everyone stopped eating meat, the industry would collapse and farming certain breeds would become extinct. Choosing to be vegan doesn't make you morally altruistic or fashionable. It makes you a hypocrite because in the long term, you're preventing animal life in the way you claim us ""evil"" meat eaters do.",0,0,TRUE,
dee bee,1555605279330,"Literally NO ONE: 
Feminist Bang Girl: rotates neck around IM A VEGAN AND IM BETTER THAN YOU",0,1038,TRUE,
Raffie chapman,1555605279333,1:48 bruh the food chain is a biological fact,0,1,FALSE,
nate turner,1555605279335,he values a fish the same as a human.... what?,0,1,TRUE,
Jonathan C.,1555605279338,Why everyone hate vegan,0,0,FALSE,
Aja Olokun,1555605279340,I love how some vegetarians/vegans realize that animals are alive but not that plants are alive too. Like either ways you're killing a living thing to survive. The difference is that plants can't make a noise.,0,0,TRUE,
akdeniz aslan,1555605279343,i’m vegan and i respect the person in the red tee not just hate him,1,2,FALSE,
akdeniz aslan,1555605280588,louis is so soft omg,0,2,FALSE,
McThuggets 117,1555605280590,Can’t they just get some normal folk for team vegan 😂😂😂,0,0,FALSE,
jm'sbb,1555605280592,lmao all the vegans are how i imagined them to look like,0,1,FALSE,
4 subscribers no video,1555605280595,As soon as I saw the title I was laughing on the ground 😂😂😂,0,0,FALSE,
"ItsLunarYT Gaming, Montages, and More",1555605280597,"Me: Sees title and thumbnail
Oh No",0,4,FALSE,
John Frank,1555605280599,I could tell the vegans before I watched more than 5 seconds,0,0,FALSE,
Alexis Nehls,1555605280601,The girl with the braids makes me embarrassed to be vegan,1,0,FALSE,
Stephanie Evans,1555605280603,"i used to be vegetarian for 3 years but the views of other vegetarians and vegans can be so toxic and it's like a dick measuring contest of who is the better veggie /vegan. In this, the vegans completely overpower the meat eaters and constantly degrade them but they don't do the same back, it's so infuriating but in my experience, on the internet, meat eaters can be just as bad",0,0,FALSE,
Xiylomanic,1555605280605,"This comment has spoilers, just so you’re warned:








One of the things I have to say was how some people’s answers in this video to non-judgmental questions was unnecessarily judgmental and even a bit closed-minded to the circumstances of others. Like, “I’m willing to spend the extra dollar to eat healthy...,” kinda sets the undertone that the people who believe it’s expensive are cheap. That’s probably not what they were saying, but should someone pay more to be healthy then would be my question to that person’s response to the original inquiry. “It’s not expensive at all to eat Vegan..,” wasn’t the question at all, the statement in which to agree or disagree was, “It costs more to eat healthier.” That statement that person made to explain their view of the statement to me made me feel like the person was closed-minded to other diets, healthy foods, or techniques that are out there other than being vegan. Not everyone can be vegan, and that’s a fact, so if she didn’t know the answer to that, I wish she had simply said that she can only look at it from her own perspective. From my perspective, I understood she was coming from her own place of awareness, but it can be views like she was not really answering the question but just trying to hard-sell the vegan diet.",0,0,FALSE,
Fonda LaShay,1555605280618,"😢 As a person that became vegan for my health, not the ethics (but have become aware of the ethics) - this video makes me sad. So much agressiveness in the way the girl talks... would love to see more vegans talk like Earthling Ed.

Would also love to see ethical vegans have a logical conversation that is not about vibrations and energy - you lose people over that!",1,0,FALSE,
Zack TheHara,1555605280620,IM EATING A STEAK WHILE WATCHING THIS.,0,0,FALSE,
Chris Lindsay,1555605280622,And of course the vegan looks like THAT.,0,490,TRUE,
Álvaro Rubio,1555605280625,I wonder if the vegan guys decided to dress as vegan stereotypes consciously.,0,0,FALSE,
Keane Jonathan,1555605280627,"Braided Vegan Girl : ""THE PROBLEM IS CAPITALISM 😂😂😂""",0,297,TRUE,
David .Padilla,1555605280630,Jesus was a carnivore. Nuff said.,0,1,FALSE,
kevin musa,1555605280632,Do the vegans have all their charkas balanced? Just curious...,0,0,FALSE,
Victoria Flair,1555605280634,"The lady is like the exact reason why people don't understand vegans. Like vegans generally look at others like everyone else is supposed to choose the life they chose. Come on makers, if you're setting a debate and trying to make a middle ground, might as well get good debators and not idiots.",0,1,FALSE,
Shun シ,1555605280636,"Idk why but for me at least, some vegans act so smart and in the end of the day, they don’t make sense",0,0,FALSE,
Joseph Stalin,1555605280638,Aubrey looks like my elementary schools Librarian mixed with bugs bunny,0,0,FALSE,
Virusness15,1555605280640,I wish these people werent so mature and showed what they really think,0,0,FALSE,
Derek Unger,1555605282097,Guy just killed a mountain lion a few weeks ago with his bare hands.,0,0,FALSE,
Flecken TV,1555605282098,Don't vegans realise how creepy they are with their priorities?? A fish over a human?? What about the poor bacteria and bugs that they are stepping on everyday?,0,1,FALSE,
Michael Bailey,1555605282100,"Just look how ugly vegans are compared to meat eaters.





Moral here? Eat meat and don’t be Liberal.",0,0,FALSE,
AskMeAnything AtAll,1555605282102,"I wanna have a full blown argument with an extremist vegan. As a 4/7 day a week carnivore, I would appreciate it so much.",0,0,TRUE,
Matías Gabriel Pérez,1555000482104,"I know a whole foods plant based diet is the best, but I'm gonna watch this video anyway.",1,0,FALSE,
Feljk,1555000482105,Why do all the vegans look so weird,0,0,FALSE,
DUTCHGUY98,1555000482107,"""What is a food chain""

It's a biological happening, not ""a chart some guy made up"". That's just how it works. Yeah, you can debate whether or not humans should be on the top of that chart, but it exists. Did that guy even pay attention in school?",0,0,FALSE,
Marshy 89,1555000482110,Those vegans are definitely unemployed,0,0,FALSE,
Brandi Urban,1555000482112,I really liked the guys point about knowing the animals verse knowing the human♥️,1,0,FALSE,
Brandi Urban,1555000482113,Can I just point out all the vegans look vegan...,0,0,FALSE,
sky lotus,1555000482115,Way to make vegans look bad with that damn girl,1,0,FALSE,
nano nano,1555000482117,Guys don't make it a battle. It's everyone's choice what they eat.,0,0,FALSE,
jacque11ne A.,1555000482118,Why do vegans looks a certain way ...so ugly lol,0,0,FALSE,
DrDestrukt,1555000482120,The Issie is capitalism... goodbye,0,0,FALSE,
Abby Griffin,1555000482122,Here's my thinking. Humans are omnivores. They eat plants AND meat. Eat whichever you want.,0,0,TRUE,
Michael Calderon,1555000482124,YO SOMEONE TELL THE FEMALE TO CALM HER ASS DOWN,0,0,FALSE,
Michael Rosso,1555000482126,why are L.A people such pussies?,0,1,FALSE,
Ailani Almaraz,1555000482127,"“I put a lot of thought into my foods.”
But like is jus food💀. bunch of people gonna be mad mad rn💀.",0,0,FALSE,
Quinn Z,1555000482129,These vegans have gone psychotic from the lack of animal protein and constant starvation,0,0,FALSE,
ANIMAUL,1555000482130,"Maaaan after watching how... ""Aggressive"" she's was, for lack of a better word... I'm about to go grab me a meat sammich right now. I don't even care what kind, as long as I'm full! Thank you lord for the food.",0,0,FALSE,
Joel Mendoza,1555000482996,What's up with the blondes neck?🤨and Jesus these are Vegan VEGANS!!!,0,0,FALSE,
Carrot Cake,1555000482998,"Um excuse me, humans being on top the of food chain is not an opinion. We just are.",0,0,TRUE,
razoredge10,1555000483003,😂😂😂😂,0,0,FALSE,
Niaya Depp,1555000483004,"Damn even though I am a meat eater myself I still love animals smh. I guess it sounds really messed up saying it but it's true! But I also try to incorporate more veggies into my meals now since I did my own research on alkaline foods💖 one time I looked up date fruit, I bought it , ate it🐷 i wasn't sure about how much I liked the date fruit because,  it's VERY SWEET😂 but the more I ate it! The better I felt. . .I even lost 5 pounds🙊",0,0,TRUE,
Michael Grimes,1555000483007,"A guy killed a mountain lion recently with his bare hands...
The dude with the braids needs to go...like needs to go...he is dangerous.",0,1,FALSE,
Dylan,1555000483008,"God, I hate that girl",0,0,FALSE,
Rei Tz,1555000483010,"Not vegan..... what about my vegetarians lol we still drinking milk, eating cheese and eggs.",0,0,FALSE,
PandaGmail,1555000483011,"Humans have technology to leave earth but this dude just put us the same level as fish.
I use to say the same about all animals being equal. But that’s because u haven’t met enough good friends LMAO. Team human first.",0,0,FALSE,
Rebecca best,1555000483013,God I wanna go get a nice juicy steak rn.,0,0,FALSE,
Chocolate Cream,1555000483015,The vegans are giving me brain damage.,0,0,FALSE,
Léa B.,1555000483016,Imaging loosing your life over a goldfish bc a vegan had a more intimate relationship with it.,0,371,TRUE,
The Peoples Vice,1555000483018,"""this issue is capitalism"".....",0,0,FALSE,
Marvel Maniac,1555000483020,"Was it just me, the girl was SO annoying. 🙄",0,0,FALSE,
Javier EnriquezLynd,1555000483022,"Vegans: are skinny
Also vegans: I’m healthy",0,0,FALSE,
squad boy,1555000483023,The way vegans dress and carry themselves turn me off from that lifestyle.,0,0,FALSE,
Joseph Guiste,1555000483025,That was actually... kinda sweet??,0,0,FALSE,
rawvegan,1555000483026,the meat eaters got rekt,0,0,FALSE,
THENEWGUY,1555000483028,"Vegan:Eat healthy 
Guy wearing red shirt: but Chicken doe!?!?!",0,0,FALSE,
zakuro mews,1555000483030,"It’s funny that vegans are compassionate to animals, and not human beings. Even when the roles are reversed.",0,0,FALSE,
Fancy Charmlet,1555000483031,Damn i didn't know Lucious Lyon was a vegan?,0,2,FALSE,
Sherbet_Bomb,1555000484214,"What about carnivorous animals. How do you tell them what they can and can't put in their stomachs? If people what to be herbivores, fine. But for the love of God, I wish to enjoy a BBQ steak, Garlic prawns and chips on the side without people trying to bust my ass for it.",0,0,FALSE,
Kevin Miller,1555000484215,I don't get why everyone is hating on the girl; she's passionate about preserving life. Her heart is in the right place,0,0,FALSE,
Kevin Miller,1555000484217,"I think we can all acknowledge that to be vegan is the morally correct choice. I am not, however, I understand what's right and wrong",0,2,FALSE,
Hannah Rowe,1555000484219,"""but how much lentils can you buy?"" lmaooo idk why I found that so funny. what's wrong with me..",0,0,FALSE,
Anjelic Owens,1555000484220,because food deserts aren’t a thing? systemic  injustice plays a key part of wellness for communities of color,0,0,FALSE,
Gamer 2910,1555000484222,I wanted to grab a burger and a chicken wing and eat it in front of her face,0,0,FALSE,
Drinking tea with a fanatic,1555000484224,I could never give up meat because my mom is Mexican and she and her sisters could the most delicious mexican food. And so many of those delicious plates have meat as the main ingredient.,0,0,TRUE,
Tommy Brad,1555000484226,I feel like they plucked anyone who looked like a vegan for this vid,0,0,FALSE,
sage tucker,1555000484228,"I swear some Vegans and Vegetarians give the rest of us a bad rep. When I tell people I am vegetarian,  they give me a nasty look and say. 

""You're not saving the animals. """,1,0,FALSE,
ika riska,1555000484229,"The way she talks, the braided girl.....kinda makes me feel nervous ....",0,0,FALSE,
Betty,1555000484231,I respect the vegan girl so much,1,0,FALSE,
Oliver,1555000484233,HUMANS ARE NOT ANIMALS,0,0,TRUE,
superpea 98,1555000484235,Aubrey is probably actually Karen and and is also an anti vaxxer,0,1,FALSE,
Mischa T,1555000484237,"I've watched these videos with anti-vaxxers, trump supporters, traditionalists etc, but this  vegan girl with the short fringe is for sure the most annoying and painful to watch person I've seen in this series.",0,0,FALSE,
Rajiv Krishna,1555000484239,"tHe fooOd chAin is JusT a diaGraM. AGAHAGAHHA the food chain isn’t just a diagram, it’s a representation of what eats what, and guess what? HUMANS EAT EVERYTHING",0,0,FALSE,
UUU U,1555000484241,"The way they look, the way they talk, the way they are dressed, the way they use gestures, their high pitched voice..... 


They have the ability to notify everyone that they are vegans without saying the word vegan.",0,0,FALSE,
ICEBEAR 717,1555000484242,"Few helpful hints( I have a small ranch) Animals DONT suffer when they die, it’s a clean shot, and they usually aren’t scared bc they don’t know what’s happening. It’s processed meat as well, if I have you fresh skinned cow carcass to cook, that’s not right, but it’s packaged and checked over for anything wrong. And cause I’m a Christen ima add this: God put animals on earth, He meant for us to eat meat.",0,0,TRUE,
Holden Pagona,1555000484245,straight up tho the girl with braids is punk af,0,2,FALSE,
Herewego,1555000484246,"honestly, the killing animal question: The vegans are right, you know you're in the animals territory. That's like you going into the ocean and being surprised your ass got attacked by a shark.... I like the guy with the orange bandanna though; humans are animals just a little bit more intelligent.  Humans are overpopulated, people need to stop believing their life is important, trust me; your life is meaningless unless you give it meaning (doctor, engineers, scientist) everybody else is useless.",0,0,FALSE,
Offtopic K,1555000484248,Watching this while eating Popeyes.. go figure,0,0,FALSE,
blah blah man,1555000485093,"vegans are crazy they are losing it cause they don't eat meat they are slowly but surely devolving into apes. i have a theory that meat eaters have better iq than vegans. vegans are basically braindead vegetables, you know the saying what you eat is what you are.",0,0,TRUE,
Ayeh Alameddinei,1555000485096,I’m drinking a latte while watching this whoops,0,0,FALSE,
twenty one pilots snatched my weave,1555000485098,"4:56 i kind of agree with him because YOU are stepping into the MOUNTAIN LION’S territory. for me it’d be like it’s your fault that maybe you got injured. i think you should try and protect yourself, even if it means injuring a huge animal in comparison to yourself. but when are you going to beat a mountain lion or other huge animal without a serious weapon like a gun or knife. if you tried to protect yourself and maybe it didn’t work out as well as you wanted, and you ended up getting injured by the animal, yes the animal did injure you, but it would be your fault for not coming prepared when you knew(if you did, might want to do research before you go do something like that) that it was a mountain lion’s territory. the animal is just trying to protect itself just like you are. it’s just like you in your neighborhood and you see a very unusual and maybe dangerous or violent animal(or it might be how they are portrayed) then you might harm it if they get to close or something along those lines. people and animals just want to protect themselves,(&family)  and their territory. the animal probably just feels threatened just like you would. 
wasn’t expecting on writing this much and it’s probably all over the place but oh well",0,0,FALSE,
Anthony Burciaga,1555000485100,"This is funny because they definitely grabbed some extremes.  I do like the one vegan with braids comment on the human side vs animal side.  But, I do have to say that if it's an animal or me, I am going to take out the animal and if it was another person or me  I would take out the other person.  I believe all things are equal and there is a balance in all things.  Before advancements in weaponry, the playing field was equal. We didn't tred where we shouldn't and if we had to for food, we would tread lightly knowing what we were getting ourselves into.  Everything has a balance and ebb and flow.  I am vegan, but, I would never put any life above another's because we are all spiritual beings and we are all one.",0,0,FALSE,
Katie Reidy,1555000485101,I laughed so hard when she screamed CAPITALISM,0,1,TRUE,
BallPython38,1555000485104,That is EXACTLY what I expect vegans to look like.,0,0,FALSE,
almanac537,1555000485116,Why are people emotional over being vegan,0,0,FALSE,
Ole TPT,1555000485118,I think we could all tell who was vegan without the video telling us.,0,0,FALSE,
Kia Taaliyah,1555000485120,The vegan girl was extra af,0,1,FALSE,
